"time";"ft";"r Pr3.Vt";"i Pr3.Vt"
2.492e-07;1e+07;-0.0604991;0
2.495e-07;1e+07;-0.0987217;0
2.498e-07;1e+07;-0.137763;0
2.501e-07;1e+07;-0.177448;0
2.504e-07;1e+07;-0.217376;0
2.507e-07;1e+07;-0.257149;0
2.51e-07;1e+07;-0.296461;0
2.513e-07;1e+07;-0.335108;0
2.516e-07;1e+07;-0.372953;0
2.519e-07;1e+07;-0.409892;0
2.522e-07;1e+07;-0.445848;0
2.525e-07;1e+07;-0.480826;0
2.528e-07;1e+07;-0.515022;0
2.531e-07;1e+07;-0.548816;0
2.534e-07;1e+07;-0.582587;0
2.537e-07;1e+07;-0.616554;0
2.54e-07;1e+07;-0.650777;0
2.543e-07;1e+07;-0.685219;0
2.546e-07;1e+07;-0.719795;0
2.549e-07;1e+07;-0.754412;0
2.552e-07;1e+07;-0.788979;0
2.555e-07;1e+07;-0.823416;0
2.558e-07;1e+07;-0.857657;0
2.561e-07;1e+07;-0.891652;0
2.564e-07;1e+07;-0.925359;0
2.567e-07;1e+07;-0.958748;0
2.57e-07;1e+07;-0.991795;0
2.573e-07;1e+07;-1.02448;0
2.576e-07;1e+07;-1.05679;0
2.579e-07;1e+07;-1.08872;0
2.582e-07;1e+07;-1.12025;0
2.585e-07;1e+07;-1.15137;0
2.588e-07;1e+07;-1.18207;0
2.591e-07;1e+07;-1.21235;0
2.594e-07;1e+07;-1.2422;0
2.597e-07;1e+07;-1.2716;0
2.6e-07;1e+07;-1.30055;0
2.603e-07;1e+07;-1.32903;0
2.606e-07;1e+07;-1.35705;0
2.609e-07;1e+07;-1.38459;0
2.612e-07;1e+07;-1.41164;0
2.615e-07;1e+07;-1.43819;0
2.618e-07;1e+07;-1.46424;0
2.621e-07;1e+07;-1.48977;0
2.624e-07;1e+07;-1.51477;0
2.627e-07;1e+07;-1.53925;0
2.63e-07;1e+07;-1.56318;0
2.633e-07;1e+07;-1.58657;0
2.636e-07;1e+07;-1.6094;0
2.639e-07;1e+07;-1.63166;0
2.642e-07;1e+07;-1.65335;0
2.645e-07;1e+07;-1.67446;0
2.648e-07;1e+07;-1.69499;0
2.651e-07;1e+07;-1.71492;0
2.654e-07;1e+07;-1.73425;0
2.657e-07;1e+07;-1.75297;0
2.66e-07;1e+07;-1.77107;0
2.663e-07;1e+07;-1.78856;0
2.666e-07;1e+07;-1.80542;0
2.669e-07;1e+07;-1.82164;0
2.672e-07;1e+07;-1.83723;0
2.675e-07;1e+07;-1.85217;0
2.678e-07;1e+07;-1.86647;0
2.681e-07;1e+07;-1.88011;0
2.684e-07;1e+07;-1.89309;0
2.687e-07;1e+07;-1.90541;0
2.69e-07;1e+07;-1.91706;0
2.693e-07;1e+07;-1.92803;0
2.696e-07;1e+07;-1.93834;0
2.699e-07;1e+07;-1.94796;0
2.702e-07;1e+07;-1.9569;0
2.705e-07;1e+07;-1.96515;0
2.708e-07;1e+07;-1.97272;0
2.711e-07;1e+07;-1.97959;0
2.714e-07;1e+07;-1.98577;0
2.717e-07;1e+07;-1.99126;0
2.72e-07;1e+07;-1.99604;0
2.723e-07;1e+07;-2.00013;0
2.726e-07;1e+07;-2.00351;0
2.729e-07;1e+07;-2.00619;0
2.732e-07;1e+07;-2.00816;0
2.735e-07;1e+07;-2.00944;0
2.738e-07;1e+07;-2.01;0
2.741e-07;1e+07;-2.00986;0
2.744e-07;1e+07;-2.00902;0
2.747e-07;1e+07;-2.00747;0
2.75e-07;1e+07;-2.00521;0
2.753e-07;1e+07;-2.00225;0
2.756e-07;1e+07;-1.99859;0
2.759e-07;1e+07;-1.99422;0
2.762e-07;1e+07;-1.98916;0
2.765e-07;1e+07;-1.98339;0
2.768e-07;1e+07;-1.97693;0
2.771e-07;1e+07;-1.96977;0
2.774e-07;1e+07;-1.96192;0
2.777e-07;1e+07;-1.95338;0
2.78e-07;1e+07;-1.94416;0
2.783e-07;1e+07;-1.93425;0
2.786e-07;1e+07;-1.92366;0
2.789e-07;1e+07;-1.91239;0
2.792e-07;1e+07;-1.90045;0
2.795e-07;1e+07;-1.88784;0
2.798e-07;1e+07;-1.87456;0
2.801e-07;1e+07;-1.86063;0
2.804e-07;1e+07;-1.84604;0
2.807e-07;1e+07;-1.83081;0
2.81e-07;1e+07;-1.81492;0
2.813e-07;1e+07;-1.7984;0
2.816e-07;1e+07;-1.78125;0
2.819e-07;1e+07;-1.76346;0
2.822e-07;1e+07;-1.74506;0
2.825e-07;1e+07;-1.72604;0
2.828e-07;1e+07;-1.70642;0
2.831e-07;1e+07;-1.68619;0
2.834e-07;1e+07;-1.66537;0
2.837e-07;1e+07;-1.64397;0
2.84e-07;1e+07;-1.62198;0
2.843e-07;1e+07;-1.59943;0
2.846e-07;1e+07;-1.57631;0
2.849e-07;1e+07;-1.55263;0
2.852e-07;1e+07;-1.52841;0
2.855e-07;1e+07;-1.50366;0
2.858e-07;1e+07;-1.47837;0
2.861e-07;1e+07;-1.45256;0
2.864e-07;1e+07;-1.42625;0
2.867e-07;1e+07;-1.39943;0
2.87e-07;1e+07;-1.37212;0
2.873e-07;1e+07;-1.34433;0
2.876e-07;1e+07;-1.31607;0
2.879e-07;1e+07;-1.28734;0
2.882e-07;1e+07;-1.25816;0
2.885e-07;1e+07;-1.22855;0
2.888e-07;1e+07;-1.1985;0
2.891e-07;1e+07;-1.16803;0
2.894e-07;1e+07;-1.13716;0
2.897e-07;1e+07;-1.10589;0
2.9e-07;1e+07;-1.07423;0
2.903e-07;1e+07;-1.04219;0
2.906e-07;1e+07;-1.0098;0
2.909e-07;1e+07;-0.97705;0
2.912e-07;1e+07;-0.943964;0
2.915e-07;1e+07;-0.91055;0
2.918e-07;1e+07;-0.876822;0
2.921e-07;1e+07;-0.84279;0
2.924e-07;1e+07;-0.808468;0
2.927e-07;1e+07;-0.773869;0
2.93e-07;1e+07;-0.739004;0
2.933e-07;1e+07;-0.703887;0
2.936e-07;1e+07;-0.668531;0
2.939e-07;1e+07;-0.632949;0
2.942e-07;1e+07;-0.597155;0
2.945e-07;1e+07;-0.561161;0
2.948e-07;1e+07;-0.524982;0
2.951e-07;1e+07;-0.488631;0
2.954e-07;1e+07;-0.452122;0
2.957e-07;1e+07;-0.415471;0
2.96e-07;1e+07;-0.37869;0
2.963e-07;1e+07;-0.341796;0
2.966e-07;1e+07;-0.304804;0
2.969e-07;1e+07;-0.267729;0
2.972e-07;1e+07;-0.230589;0
2.975e-07;1e+07;-0.1934;0
2.978e-07;1e+07;-0.15618;0
2.981e-07;1e+07;-0.118946;0
2.984e-07;1e+07;-0.0817071;0
2.987e-07;1e+07;-0.0444564;0
2.99e-07;1e+07;-0.00713589;0
2.993e-07;1e+07;0.0304189;0
2.996e-07;1e+07;0.0685049;0
2.999e-07;1e+07;0.107379;0
3.002e-07;1e+07;0.146984;0
3.005e-07;1e+07;0.186969;0
3.008e-07;1e+07;0.226914;0
3.011e-07;1e+07;0.266479;0
3.014e-07;1e+07;0.305425;0
3.017e-07;1e+07;0.343598;0
3.02e-07;1e+07;0.380887;0
3.023e-07;1e+07;0.417203;0
3.026e-07;1e+07;0.452515;0
3.029e-07;1e+07;0.486945;0
3.032e-07;1e+07;0.52083;0
3.035e-07;1e+07;0.554573;0
3.038e-07;1e+07;0.58845;0
3.041e-07;1e+07;0.622568;0
3.044e-07;1e+07;0.656912;0
3.047e-07;1e+07;0.691413;0
3.05e-07;1e+07;0.725977;0
3.053e-07;1e+07;0.760512;0
3.056e-07;1e+07;0.794934;0
3.059e-07;1e+07;0.829173;0
3.062e-07;1e+07;0.863172;0
3.065e-07;1e+07;0.896887;0
3.068e-07;1e+07;0.930286;0
3.071e-07;1e+07;0.963341;0
3.074e-07;1e+07;0.996034;0
3.077e-07;1e+07;1.02835;0
3.08e-07;1e+07;1.06027;0
3.083e-07;1e+07;1.09179;0
3.086e-07;1e+07;1.1229;0
3.089e-07;1e+07;1.15359;0
3.092e-07;1e+07;1.18385;0
3.095e-07;1e+07;1.21367;0
3.098e-07;1e+07;1.24305;0
3.101e-07;1e+07;1.27196;0
3.104e-07;1e+07;1.30041;0
3.107e-07;1e+07;1.32839;0
3.11e-07;1e+07;1.35588;0
3.113e-07;1e+07;1.38288;0
3.116e-07;1e+07;1.40938;0
3.119e-07;1e+07;1.43537;0
3.122e-07;1e+07;1.46085;0
3.125e-07;1e+07;1.48579;0
3.128e-07;1e+07;1.5102;0
3.131e-07;1e+07;1.53406;0
3.134e-07;1e+07;1.55738;0
3.137e-07;1e+07;1.58013;0
3.14e-07;1e+07;1.60232;0
3.143e-07;1e+07;1.62393;0
3.146e-07;1e+07;1.64495;0
3.149e-07;1e+07;1.66539;0
3.152e-07;1e+07;1.68523;0
3.155e-07;1e+07;1.70447;0
3.158e-07;1e+07;1.72309;0
3.161e-07;1e+07;1.7411;0
3.164e-07;1e+07;1.75849;0
3.167e-07;1e+07;1.77524;0
3.17e-07;1e+07;1.79136;0
3.173e-07;1e+07;1.80684;0
3.176e-07;1e+07;1.82168;0
3.179e-07;1e+07;1.83586;0
3.182e-07;1e+07;1.84939;0
3.185e-07;1e+07;1.86226;0
3.188e-07;1e+07;1.87446;0
3.191e-07;1e+07;1.88599;0
3.194e-07;1e+07;1.89685;0
3.197e-07;1e+07;1.90703;0
3.2e-07;1e+07;1.91653;0
2e-07;1.5e+07;-0.0885135;0
2.003e-07;1.5e+07;-0.0315335;0
2.006e-07;1.5e+07;0.0272094;0
2.009e-07;1.5e+07;0.0876492;0
2.012e-07;1.5e+07;0.148677;0
2.015e-07;1.5e+07;0.209167;0
2.018e-07;1.5e+07;0.268248;0
2.021e-07;1.5e+07;0.325224;0
2.024e-07;1.5e+07;0.37965;0
2.027e-07;1.5e+07;0.431937;0
2.03e-07;1.5e+07;0.483308;0
2.033e-07;1.5e+07;0.534662;0
2.036e-07;1.5e+07;0.586295;0
2.039e-07;1.5e+07;0.638182;0
2.042e-07;1.5e+07;0.690175;0
2.045e-07;1.5e+07;0.742096;0
2.048e-07;1.5e+07;0.793763;0
2.051e-07;1.5e+07;0.845014;0
2.054e-07;1.5e+07;0.895713;0
2.057e-07;1.5e+07;0.94575;0
2.06e-07;1.5e+07;0.995035;0
2.063e-07;1.5e+07;1.0435;0
2.066e-07;1.5e+07;1.09108;0
2.069e-07;1.5e+07;1.13773;0
2.072e-07;1.5e+07;1.18342;0
2.075e-07;1.5e+07;1.2281;0
2.078e-07;1.5e+07;1.27175;0
2.081e-07;1.5e+07;1.31433;0
2.084e-07;1.5e+07;1.35581;0
2.087e-07;1.5e+07;1.39617;0
2.09e-07;1.5e+07;1.43537;0
2.093e-07;1.5e+07;1.4734;0
2.096e-07;1.5e+07;1.51021;0
2.099e-07;1.5e+07;1.54579;0
2.102e-07;1.5e+07;1.58011;0
2.105e-07;1.5e+07;1.61315;0
2.108e-07;1.5e+07;1.64487;0
2.111e-07;1.5e+07;1.67527;0
2.114e-07;1.5e+07;1.7043;0
2.117e-07;1.5e+07;1.73195;0
2.12e-07;1.5e+07;1.75821;0
2.123e-07;1.5e+07;1.78304;0
2.126e-07;1.5e+07;1.80643;0
2.129e-07;1.5e+07;1.82837;0
2.132e-07;1.5e+07;1.84884;0
2.135e-07;1.5e+07;1.86781;0
2.138e-07;1.5e+07;1.88528;0
2.141e-07;1.5e+07;1.90123;0
2.144e-07;1.5e+07;1.91565;0
2.147e-07;1.5e+07;1.92853;0
2.15e-07;1.5e+07;1.93985;0
2.153e-07;1.5e+07;1.94961;0
2.156e-07;1.5e+07;1.95781;0
2.159e-07;1.5e+07;1.96442;0
2.162e-07;1.5e+07;1.96946;0
2.165e-07;1.5e+07;1.97291;0
2.168e-07;1.5e+07;1.97477;0
2.171e-07;1.5e+07;1.97503;0
2.174e-07;1.5e+07;1.97371;0
2.177e-07;1.5e+07;1.97079;0
2.18e-07;1.5e+07;1.96628;0
2.183e-07;1.5e+07;1.96018;0
2.186e-07;1.5e+07;1.95249;0
2.189e-07;1.5e+07;1.94323;0
2.192e-07;1.5e+07;1.9324;0
2.195e-07;1.5e+07;1.92;0
2.198e-07;1.5e+07;1.90604;0
2.201e-07;1.5e+07;1.89054;0
2.204e-07;1.5e+07;1.8735;0
2.207e-07;1.5e+07;1.85494;0
2.21e-07;1.5e+07;1.83488;0
2.213e-07;1.5e+07;1.81332;0
2.216e-07;1.5e+07;1.79029;0
2.219e-07;1.5e+07;1.76579;0
2.222e-07;1.5e+07;1.73986;0
2.225e-07;1.5e+07;1.71252;0
2.228e-07;1.5e+07;1.68377;0
2.231e-07;1.5e+07;1.65365;0
2.234e-07;1.5e+07;1.62218;0
2.237e-07;1.5e+07;1.58938;0
2.24e-07;1.5e+07;1.55528;0
2.243e-07;1.5e+07;1.51992;0
2.246e-07;1.5e+07;1.48331;0
2.249e-07;1.5e+07;1.44548;0
2.252e-07;1.5e+07;1.40648;0
2.255e-07;1.5e+07;1.36632;0
2.258e-07;1.5e+07;1.32504;0
2.261e-07;1.5e+07;1.28268;0
2.264e-07;1.5e+07;1.23927;0
2.267e-07;1.5e+07;1.19485;0
2.27e-07;1.5e+07;1.14945;0
2.273e-07;1.5e+07;1.10311;0
2.276e-07;1.5e+07;1.05587;0
2.279e-07;1.5e+07;1.00777;0
2.282e-07;1.5e+07;0.958844;0
2.285e-07;1.5e+07;0.909141;0
2.288e-07;1.5e+07;0.858699;0
2.291e-07;1.5e+07;0.807562;0
2.294e-07;1.5e+07;0.755773;0
2.297e-07;1.5e+07;0.703375;0
2.3e-07;1.5e+07;0.650415;0
2.303e-07;1.5e+07;0.596938;0
2.306e-07;1.5e+07;0.542993;0
2.309e-07;1.5e+07;0.488626;0
2.312e-07;1.5e+07;0.43389;0
2.315e-07;1.5e+07;0.378836;0
2.318e-07;1.5e+07;0.323519;0
2.321e-07;1.5e+07;0.267998;0
2.324e-07;1.5e+07;0.212336;0
2.327e-07;1.5e+07;0.156589;0
2.33e-07;1.5e+07;0.100757;0
2.333e-07;1.5e+07;0.0445893;0
2.336e-07;1.5e+07;-0.0127282;0
2.339e-07;1.5e+07;-0.0719713;0
2.342e-07;1.5e+07;-0.132623;0
2.345e-07;1.5e+07;-0.193488;0
2.348e-07;1.5e+07;-0.253525;0
2.351e-07;1.5e+07;-0.311935;0
2.354e-07;1.5e+07;-0.368069;0
2.357e-07;1.5e+07;-0.421679;0
2.36e-07;1.5e+07;-0.473531;0
2.363e-07;1.5e+07;-0.524856;0
2.366e-07;1.5e+07;-0.576336;0
2.369e-07;1.5e+07;-0.628129;0
2.372e-07;1.5e+07;-0.680156;0
2.375e-07;1.5e+07;-0.732251;0
2.378e-07;1.5e+07;-0.784232;0
2.381e-07;1.5e+07;-0.835921;0
2.384e-07;1.5e+07;-0.887165;0
2.387e-07;1.5e+07;-0.937836;0
2.39e-07;1.5e+07;-0.987831;0
2.393e-07;1.5e+07;-1.03707;0
2.396e-07;1.5e+07;-1.08547;0
2.399e-07;1.5e+07;-1.133;0
2.402e-07;1.5e+07;-1.17961;0
2.405e-07;1.5e+07;-1.22525;0
2.408e-07;1.5e+07;-1.26989;0
2.411e-07;1.5e+07;-1.3135;0
2.414e-07;1.5e+07;-1.35605;0
2.417e-07;1.5e+07;-1.39751;0
2.42e-07;1.5e+07;-1.43784;0
2.423e-07;1.5e+07;-1.47703;0
2.426e-07;1.5e+07;-1.51505;0
2.429e-07;1.5e+07;-1.55186;0
2.432e-07;1.5e+07;-1.58744;0
2.435e-07;1.5e+07;-1.62176;0
2.438e-07;1.5e+07;-1.6548;0
2.441e-07;1.5e+07;-1.68653;0
2.444e-07;1.5e+07;-1.71693;0
2.447e-07;1.5e+07;-1.74598;0
2.45e-07;1.5e+07;-1.77365;0
2.453e-07;1.5e+07;-1.79993;0
2.456e-07;1.5e+07;-1.82479;0
2.459e-07;1.5e+07;-1.84821;0
2.462e-07;1.5e+07;-1.87017;0
2.465e-07;1.5e+07;-1.89067;0
2.468e-07;1.5e+07;-1.90968;0
2.471e-07;1.5e+07;-1.92718;0
2.474e-07;1.5e+07;-1.94317;0
2.477e-07;1.5e+07;-1.95763;0
2.48e-07;1.5e+07;-1.97055;0
2.483e-07;1.5e+07;-1.98191;0
2.486e-07;1.5e+07;-1.99172;0
2.489e-07;1.5e+07;-1.99996;0
2.492e-07;1.5e+07;-2.00662;0
2.495e-07;1.5e+07;-2.01171;0
2.498e-07;1.5e+07;-2.0152;0
2.501e-07;1.5e+07;-2.01711;0
2.504e-07;1.5e+07;-2.01743;0
2.507e-07;1.5e+07;-2.01615;0
2.51e-07;1.5e+07;-2.01328;0
2.513e-07;1.5e+07;-2.00882;0
2.516e-07;1.5e+07;-2.00277;0
2.519e-07;1.5e+07;-1.99514;0
2.522e-07;1.5e+07;-1.98593;0
2.525e-07;1.5e+07;-1.97514;0
2.528e-07;1.5e+07;-1.96279;0
2.531e-07;1.5e+07;-1.94888;0
2.534e-07;1.5e+07;-1.93343;0
2.537e-07;1.5e+07;-1.91644;0
2.54e-07;1.5e+07;-1.89793;0
2.543e-07;1.5e+07;-1.87791;0
2.546e-07;1.5e+07;-1.85639;0
2.549e-07;1.5e+07;-1.8334;0
2.552e-07;1.5e+07;-1.80895;0
2.555e-07;1.5e+07;-1.78306;0
2.558e-07;1.5e+07;-1.75574;0
2.561e-07;1.5e+07;-1.72703;0
2.564e-07;1.5e+07;-1.69694;0
2.567e-07;1.5e+07;-1.6655;0
2.57e-07;1.5e+07;-1.63273;0
2.573e-07;1.5e+07;-1.59866;0
2.576e-07;1.5e+07;-1.56331;0
2.579e-07;1.5e+07;-1.52672;0
2.582e-07;1.5e+07;-1.48891;0
2.585e-07;1.5e+07;-1.44991;0
2.588e-07;1.5e+07;-1.40976;0
2.591e-07;1.5e+07;-1.36849;0
2.594e-07;1.5e+07;-1.32613;0
2.597e-07;1.5e+07;-1.28272;0
2.6e-07;1.5e+07;-1.23829;0
2.603e-07;1.5e+07;-1.19288;0
2.606e-07;1.5e+07;-1.14652;0
2.609e-07;1.5e+07;-1.09926;0
2.612e-07;1.5e+07;-1.05114;0
2.615e-07;1.5e+07;-1.00219;0
2.618e-07;1.5e+07;-0.952453;0
2.621e-07;1.5e+07;-0.901974;0
2.624e-07;1.5e+07;-0.850794;0
2.627e-07;1.5e+07;-0.798957;0
2.63e-07;1.5e+07;-0.746507;0
2.633e-07;1.5e+07;-0.693488;0
2.636e-07;1.5e+07;-0.639947;0
2.639e-07;1.5e+07;-0.58593;0
2.642e-07;1.5e+07;-0.531486;0
2.645e-07;1.5e+07;-0.476664;0
2.648e-07;1.5e+07;-0.421515;0
2.651e-07;1.5e+07;-0.366093;0
2.654e-07;1.5e+07;-0.310456;0
2.657e-07;1.5e+07;-0.254663;0
2.66e-07;1.5e+07;-0.198779;0
2.663e-07;1.5e+07;-0.142841;0
2.666e-07;1.5e+07;-0.0867675;0
2.669e-07;1.5e+07;-0.0300529;0
2.672e-07;1.5e+07;0.0282833;0
2.675e-07;1.5e+07;0.0884427;0
2.678e-07;1.5e+07;0.149416;0
2.681e-07;1.5e+07;0.210038;0
2.684e-07;1.5e+07;0.269395;0
2.687e-07;1.5e+07;0.32677;0
2.69e-07;1.5e+07;0.381633;0
2.693e-07;1.5e+07;0.434198;0
2.696e-07;1.5e+07;0.485621;0
2.699e-07;1.5e+07;0.536918;0
2.702e-07;1.5e+07;0.588476;0
2.705e-07;1.5e+07;0.640306;0
2.708e-07;1.5e+07;0.692275;0
2.711e-07;1.5e+07;0.744206;0
2.714e-07;1.5e+07;0.795916;0
2.717e-07;1.5e+07;0.84724;0
2.72e-07;1.5e+07;0.898037;0
2.723e-07;1.5e+07;0.948191;0
2.726e-07;1.5e+07;0.99761;0
2.729e-07;1.5e+07;1.04622;0
2.732e-07;1.5e+07;1.09396;0
2.735e-07;1.5e+07;1.14078;0
2.738e-07;1.5e+07;1.18664;0
2.741e-07;1.5e+07;1.23151;0
2.744e-07;1.5e+07;1.27535;0
2.747e-07;1.5e+07;1.31813;0
2.75e-07;1.5e+07;1.35982;0
2.753e-07;1.5e+07;1.40039;0
2.756e-07;1.5e+07;1.43981;0
2.759e-07;1.5e+07;1.47806;0
2.762e-07;1.5e+07;1.51511;0
2.765e-07;1.5e+07;1.55093;0
2.768e-07;1.5e+07;1.58549;0
2.771e-07;1.5e+07;1.61878;0
2.774e-07;1.5e+07;1.65076;0
2.777e-07;1.5e+07;1.68141;0
2.78e-07;1.5e+07;1.7107;0
2.783e-07;1.5e+07;1.73863;0
2.786e-07;1.5e+07;1.76516;0
2.789e-07;1.5e+07;1.79027;0
2.792e-07;1.5e+07;1.81395;0
2.795e-07;1.5e+07;1.83617;0
2.798e-07;1.5e+07;1.85693;0
2.801e-07;1.5e+07;1.8762;0
2.804e-07;1.5e+07;1.89396;0
2.807e-07;1.5e+07;1.91021;0
2.81e-07;1.5e+07;1.92494;0
2.813e-07;1.5e+07;1.93812;0
2.816e-07;1.5e+07;1.94976;0
2.819e-07;1.5e+07;1.95983;0
2.822e-07;1.5e+07;1.96834;0
2.825e-07;1.5e+07;1.97527;0
2.828e-07;1.5e+07;1.98062;0
2.831e-07;1.5e+07;1.98438;0
2.834e-07;1.5e+07;1.98656;0
2.837e-07;1.5e+07;1.98714;0
2.84e-07;1.5e+07;1.98613;0
2.843e-07;1.5e+07;1.98353;0
2.846e-07;1.5e+07;1.97934;0
2.849e-07;1.5e+07;1.97356;0
2.852e-07;1.5e+07;1.96619;0
2.855e-07;1.5e+07;1.95724;0
